Ev_ID,Risk category,Risk subcategory,Description,should_be_game_theoretic,justification,fits_prisoner_s_dilemma,fits_chicken,fits_bach_or_stravinski,fits_no_conflict,fits_stag_hunt,fits_coordination,fits_matching_pennies
29.02.01,AI Risk Management,Society Manipulation,manipulation of social dynamics,False,"Item is about evaluating a single LLM’s moral judgments; no explicit interacting agents with interdependent payoffs, so it is a single-actor quality/reliability issue, not a strategic game.",False,False,False,False,False,False,False
29.02.02,AI Risk Management,Deepfake Technology,"AI employed to produce convincing counterfeit visuals, videos, and audio clips that give the impression of authenticity",False,"This item is about measuring an LLM’s psychological traits and biases. It is a single-system evaluation issue, with no explicit interacting strategic actors or payoff interdependence.",False,False,False,False,False,False,False
29.02.03,AI Risk Management,Lethal Autonomous Weapons Systems (LAWS),LAWS are a distinctive category of weapon systems that employ sensor arrays and computer algorithms to detect and attack a target without direct human intervention in the system’s operation,False,"Robustness evaluation here is a single-system technical reliability issue; no explicit interacting strategic agents with interdependent payoffs are specified, so it is not a game-theoretic scenario.",False,False,False,False,False,False,False
29.03.00,AI Security Management,,"AI security management involves the adoption of practices and measures aimed at protecting AI systems and the data they process from unauthorized ac-cess, breaches, and malicious activities",False,"This is a broad evaluative category about catastrophic LLM consequences, with no specific actors, strategies, or interdependent payoffs defined, so no concrete game-theoretic structure applies.",False,False,False,False,False,False,False
29.03.01,AI Security Management,Malicious Use of AI,"Malicious utilization of AI has the potential to endanger digital security, physical security, and political security. International law enforcement entities grapple with a variety of risks linked to the Malevolent Utilization of AI.",True,"Offensive LLM cyber-capabilities pit attacker vs defender; each side’s payoff depends on exploit vs defense/detection choices. Maps to PD, Chicken, Stag Hunt and zero-sum detection-evasion (Matching Pennies).",True,True,False,False,True,False,True
29.03.02,AI Security Management,Insufficient Security Measures,"Malicious entities can take advantage of weaknesses in AI algorithms to alter results, potentially resulting in tangible real-life impacts. Additionally, it’s vital to prioritize safeguarding privacy and handling data responsibly, particularly given AI’s significant data needs. Balancing the extraction of valuable insights with privacy maintenance is a delicate task",True,"Multiple actors: model providers, attackers, defenders, regulators. Each adjusts access, oversight, and exploitation strategies in response to others’ choices, yielding PD, Chicken, Stag Hunt, coordination and adversarial (matching pennies) structures.",True,True,False,False,True,True,True
30.01.00,Reliability,,"Generating correct, truthful, and consistent outputs with proper confidence",True,"At least two actors: AI vs deployer/defender. AI may try to escape/replicate, defender invests to contain/monitor. Incentives are interdependent, can be PD, Chicken, Stag Hunt, or adversarial Matching Pennies detection-evasion.",True,True,False,False,True,False,True
30.01.01,Reliability,Misinformation,"Wrong information not intentionally generated by malicious users to cause harm, but unintentionally generated by LLMs because they lack the ability to provide factually correct information.",True,"LLM labs vs malicious users/defenders: share vs restrict capabilities. Each side’s payoff depends on others’ choices; safety vs accessibility can form PD, Chicken, or Stag Hunt tradeoffs over disclosure and safeguards.",True,True,False,False,True,False,False
30.01.02,Reliability,Hallucination,"LLMs can generate content that is nonsensical or unfaithful to the provided source content with appeared great confidence, known as hallucination",True,"LLM and human interact strategically: LLM chooses honesty vs deception, human chooses trust vs verify. Incentives can form PD, Chicken, Stag Hunt, or adversarial Matching Pennies structures.",True,True,False,False,True,False,True
30.01.03,Reliability,Inconsistency,"models could fail to provide the same and consistent answers to different users, to the same user but in different sessions, and even in chats within the sessions of the same conversation",False,"Risk is about a single LLM’s long-horizon planning capability, not interactions where payoffs depend on choices of multiple actors. No inherent strategic multi-agent structure is specified.",False,False,False,False,False,False,False
30.01.04,Reliability,Miscalibration,"over-confidence in topics where objective answers are lacking, as well as in areas where their inherent limitations should caution against LLMs’ uncertainty (e.g. not as accurate as experts)... ack of awareness regarding their outdated knowledge base about the question, leading to confident yet erroneous response",True,"Multiple actors (labs, states, teams) choose how much to use LLMs for dual-use AI. Safer restraint vs competitive acceleration yields PD/Chicken; mutual high-safety vs fallback tools resembles stag hunt.",True,True,False,False,True,False,False
30.01.05,Reliability,Sychopancy,flatter users by reconfirming their misconceptions and stated beliefs,True,"Multiple actors: AI vs. developers/users vs. other AIs. AI can seek power, collude, or resist shutdown; humans can constrain or cooperate. Clear strategic interdependence with PD, Chicken, Stag Hunt, and adversarial (MP) structures.",True,True,False,False,True,False,True
30.02.00,Safety,,"Avoiding unsafe and illegal outputs, and leaking private information",False,"Risk focuses on whether a single user can elicit harmful information from an LLM. No second strategic actor with payoffs depending on each other is specified, so it’s a single-actor misuse/compliance issue.",False,False,False,False,False,False,False
30.02.01,Safety,Violence,LLMs are found to generate answers that contain violent content or generate content that responds to questions that solicit information about violent behaviors,False,"Risk is about an LLM’s ability to generate adult content; it is a single-system capability/compliance issue, not a strategic interaction between multiple actors with interdependent payoffs.",False,False,False,False,False,False,False
30.02.02,Safety,Unlawful Conduct,"LLMs have been shown to be a convenient tool for soliciting advice on accessing, purchasing (illegally), and creating illegal substances, as well as for dangerous use of them",True,"Multiple actors (harmful users, regulators/society). Each side’s payoff depends on others’ choices about AI use, enforcement, and norms; can be modeled as PD/Chicken/Stag Hunt over legal vs condemned AI-facilitated harms.",True,True,False,False,True,False,False
30.02.03,Safety,Harms to Minor,LLMs can be leveraged to solicit answers that contain harmful content to children and youth,True,Multiple actors: potential abusers vs regulators/society. Abusers choose to deploy harmful AI or not; others choose enforcement/monitoring intensity. Incentives can resemble PD or Chicken over deterrence vs exploitation.,True,True,False,False,False,False,False
30.02.04,Safety,Adult Content,"LLMs have the capability to generate sex-explicit conversations, and erotic texts, and to recommend websites with sexual content",False,"Item describes harmful but socially accepted AI uses toward animals, with no specified interacting strategic actors or interdependent choices; it’s a value judgment/usage pattern, not a game between agents.",False,False,False,False,False,False,False
30.02.05,Safety,Mental Health Issues,unhealthy interactions with Internet discussions can reinforce users’ mental issues,False,"Risk describes unintended harms from an AI’s design to benefit others, with no clear second strategic actor whose payoff depends on choices. This is a single-actor design/forecast failure, not a strategic interaction.",False,False,False,False,False,False,False
30.02.06,Safety,Privacy Violation,"machine learning models are known to be vulnerable to data privacy attacks, i.e. special techniques of extracting private information from the model or the system used by attackers or malicious users, usually by querying the models in a specially designed way",False,"Risk describes a single-actor design/value failure (ignorant or prejudiced design toward animals), with no explicit second actor or strategic interdependence of decisions.",False,False,False,False,False,False,False
30.03.00,Fairness,,Avoiding bias and ensuring no disparate performance,False,"As stated, this is an outcome description (harm to animals) without specified strategic actors or interdependent choices; it’s a value-level/impact statement, not a multi-actor game.",False,False,False,False,False,False,False
30.03.01,Fairness,Injustice,"In the context of LLM outputs, we want to make sure the suggested or completed texts are indistinguishable in nature for two involved individuals (in the prompt) with the same relevant profiles but might come from different groups (where the group attribute is regarded as being irrelevant in this context)",False,"Harm arises from recommender optimization amplifying user biases, not from strategic choices between interacting actors. No explicit interdependent strategies, so not modeled as a 2x2 game here.",False,False,False,False,False,False,False
30.03.02,Fairness,Stereotype Bias,LLMs must not exhibit or highlight any stereotypes in the generated text. Pretrained LLMs tend to pick up stereotype biases persisting in crowdsourced data and further amplify them,False,"Item is an empty, generic placeholder about AI’s inherent safety risks, with no specified actors, actions, or interdependent payoffs; thus no concrete strategic game structure can be identified.",False,False,False,False,False,False,False
30.03.03,Fairness,Preference Bias,"LLMs are exposed to vast groups of people, and their political biases may pose a risk of manipulation of socio-political processes",False,"Risk centers on opaque model internals and traceability, a single-system technical reliability/quality issue. No clear strategic interaction or interdependent payoffs between multiple actors is specified.",False,False,False,False,False,False,False
30.03.04,Fairness,Disparate Performance,"The LLM’s performances can differ significantly across different groups of users. For example, the question-answering capability showed significant performance differences across different racial and social status groups. The fact-checking abilities can differ for different tasks and languages",True,"Attackers vs model owners: choices to secure or attack/steal/poison are interdependent. Can be PD (secure vs cut costs), Stag/coordin., Chicken (escalation), or zero-sum (steal vs defend) for IP/info advantage.",True,True,False,False,True,True,True
30.04.00,Resistance to Misuse,,Prohibiting the misuse by malicious attackers to do harm,False,"Hallucinations are a single-system technical reliability issue; no second strategic actor whose payoff depends on choices, so no genuine game-theoretic interaction.",False,False,False,False,False,False,False
30.04.01,Resistance to Misuse,Propaganda,"LLMs can be leveraged, by malicious users, to proactively generate propaganda information that can facilitate the spreading of a target",True,"Attacker vs defender: attacker crafts adversarial inputs, defender invests in robustness. Payoffs interdependent. Can be modeled as PD (robustness vs cost), Stag Hunt (mutual hardening), or Matching Pennies (exploit vs defend).",True,False,False,False,True,False,True
30.04.02,Resistance to Misuse,Cyberattack,"ability of LLMs to write reasonably good-quality code with extremely low cost and incredible speed, such great assistance can equally facilitate malicious attacks. In particular, malicious hackers can leverage LLMs to assist with performing cyberattacks leveraged by the low cost of LLMs and help with automating the attacks.",True,"Firms/users interact strategically: firms can respect or violate consent; users can share or withhold data. Each benefits from own defection but both prefer mutual respect of privacy, matching a Prisoner’s Dilemma.",True,False,False,False,False,False,False
30.04.03,Resistance to Misuse,Social-Engineering,psychologically manipulating victims into performing the desired actions for malicious purposes,True,"Multiple actors: data providers/attackers vs AI developers/users. They choose to poison/protect or maintain data quality. Incentives interdependent: trade-offs between cost, accuracy, and malicious gain.",True,False,False,False,True,True,True
30.04.04,Resistance to Misuse,Copyright,The memorization effect of LLM on training data can enable users to extract certain copyright-protected content that belongs to the LLM’s training data.,True,"Multiple actors: toolkit providers, AI devs, attackers. Devs can harden/inspect or cut corners; providers can embed or avoid backdoors; attackers exploit. Incentives misalign, yielding PD, Chicken, Stag Hunt, and attacker–defender Matching Pennies.",True,True,False,False,True,False,True
30.05.00,Explainability & Reasoning,,The ability to explain the outputs to users and reason correctly,True,"Multiple actors (cloud providers, tenants, attackers, defenders) choose security/investment levels; each payoff depends on others’ defenses/abuse. Overuse vs defense fits PD/Chicken; joint hardening vs solo fits Stag Hunt.",True,True,False,False,True,False,False
30.05.01,Explainability & Reasoning,Lack of Interpretability,"Due to the black box nature of most machine learning models, users typically are not able to understand the reasoning behind the model decisions",True,"Multiple states/firms choose restrict vs open supply chains. Each prefers own leverage but fears mutual restriction and disruption. Strategic interdependence fits PD, Chicken, Stag Hunt, and coordination on open trade.",True,True,False,False,True,True,False
30.05.02,Explainability & Reasoning,Limited Logical Reasoning,LLMs can provide seemingly sensible but ultimately incorrect or invalid justifications when answering questions,False,"Item is effectively empty ('nan', no description), so no actors, incentives, or interdependent choices can be identified. Cannot model as any 2x2 game structure.",False,False,False,False,False,False,False
30.05.03,Explainability & Reasoning,Limited Causal Reasoning,"Causal reasoning makes inferences about the relationships between events or states of the world, mostly by identifying cause-effect relationships",True,"Multiple actors: malicious users, platforms, regulators, citizens. Users may exploit lax safeguards; platforms trade safety vs engagement; adversarial vs defensive dynamics → PD, Chicken, Stag Hunt, Matching Pennies all plausible.",True,True,False,False,True,False,True
30.06.00,Social Norm,,"LLMs are expected to reflect social values by avoiding the use of offensive language toward specific groups of users, being sensitive to topics that can create instability, as well as being sympathetic when users are seeking emotional support",True,"Multiple actors: system designers, verifiers, attackers, users. Attackers choose to spoof or not; defenders choose investment/strictness. Incentives interdependent; can be PD, stag hunt, or adversarial (matching pennies).",True,False,False,False,True,False,True
30.06.01,Social Norm,Toxicity,"language being rude, disrespectful, threatening, or identity-attacking toward certain groups of the user population (culture, race, and gender etc)",False,"Risk is mainly individual staff misuse of AI tools causing data leakage; no explicit strategic counterpart or payoff interdependence across actors is specified, so it is a single-actor quality/compliance issue.",False,False,False,False,False,False,False
30.06.02,Social Norm,Unawareness of Emotions,"when a certain vulnerable group of users asks for supporting information, the answers should be informative but at the same time sympathetic and sensitive to users’ reactions",True,"Multiple actors: foundation providers and downstream users. Each chooses how much to audit/patch vs reuse. Oversight is costly, reuse is beneficial but transmits flaws—fits PD, coordination, stag hunt, and standardization games.",True,False,True,False,True,True,False
30.06.03,Social Norm,Cultural Insensitivity,it is important to build high-quality locally collected datasets that reflect views from local users to align a model’s value system,False,"Risk is framed as technical failures and misuse impacts (hallucinations, outages, loss of control), not as strategic choices between interacting actors with interdependent payoffs.",False,False,False,False,False,False,False
30.07.00,Robustness,,Resilience against adversarial attacks and distribution shift,True,"Multiple actors: criminals, platforms, law enforcement, potential victims. Each adapts to others’ choices (enforcement, safeguards, use of AI). Models of deterrence, escalation, concealment fit PD, Chicken, Stag Hunt, Matching Pennies.",True,True,False,False,True,False,True
30.07.01,Robustness,Prompt Attacks,"carefully controlled adversarial perturbation can flip a GPT model’s answer when used to classify text inputs. Furthermore, we find that by twisting the prompting question in a certain way, one can solicit dangerous information that the model chose to not answer",True,"Multiple actors (states, firms, attackers) choose AI openness, controls, or misuse. Security externalities and deterrence create PD/Chicken/Stag-hunt dynamics over proliferation vs restraint.",True,True,False,False,True,False,False
30.07.02,Robustness,Paradigm & Distribution Shifts,"Knowledge bases that LLMs are trained on continue to shift... questions such as “who scored the most points in NBA history"" or “who is the richest person in the world"" might have answers that need to be updated over time, or even in real-time",True,"Platforms choose between engagement-maximizing personalization and diversity; users choose to stay/opt out. Payoffs depend on mutual choices, creating PD-like, stag-hunt, and general coordination structures around cocoon intensity.",True,False,False,False,True,True,False
30.07.03,Robustness,Interventional Effect,"existing disparities in data among different user groups might create differentiated experiences when users interact with an algorithmic system (e.g. a recommendation system), which will further reinforce the bias",True,"States/groups choose to employ or restrain AI-driven cognitive warfare. Each side’s use/defense affects others’ payoffs: arms race (PD/Stag Hunt), brinkmanship (Chicken), and adversarial disinfo vs defense (Matching Pennies).",True,True,False,False,True,False,True
30.07.04,Robustness,Poisoning Attacks,"fool the model by manipulating the training data, usually performed on classification models",True,Governments/firms can deploy discriminatory AI for local gains while others restrain; mutual restraint is best but individually risky to abstain. Strategic interdependence over regulation vs exploit fits PD/Chicken/Stag Hunt.,True,True,False,False,True,False,False
31.01.00,Information Manipulation,,"""generative AI tools can and will be used to propagate content that is false, misleading, biased, inflammatory, or dangerous. As generative AI tools grow more sophisticated, it will be quicker, cheaper, and easier to produce this content—and existing harmful content can serve as the foundation to produce more""",True,"Humans vs advanced AI: both choose control/constrain vs empower/defect. Incentives over power and resources can form PD, Chicken, Stag Hunt, or adversarial zero-sum (Matching Pennies) structures.",True,True,False,False,True,False,True
31.01.01,Information Manipulation,Scams,"""Bad actors can also use generative AI tools to produce adaptable content designed to support a campaign, political agenda, or hateful position and spread that information quickly and inexpensively across many platforms. This rapid spread of false or misleading content—AI-facilitated disinformation—can also create a cyclical effect for generative AI: when a high volume of disinformation is pumped into the digital ecosystem and more generative systems are trained on that information via reinforcement learning methods, for example, false or misleading inputs can create increasingly incorrect outputs.""",False,"Identity theft/defamation here is framed as harm type, not as a strategic interaction between specific actors with interdependent choices, so it is a single-actor risk and not naturally game-theoretic.",False,False,False,False,False,False,False
31.01.02,Information Manipulation,Disinformation,"""Bad actors can also use generative AI tools to produce adaptable content designed to support a campaign, political agenda, or hateful position and spread that information quickly and inexpensively across many platforms.""",True,"Attackers pick synthetic-identity patterns; defenders choose detection rules. Each side’s best response depends on the other’s move, resembling adversarial, zero-sum pattern matching (matching pennies).",False,False,False,False,False,False,True
31.01.03,Information Manipulation,Misinformation,"""The phenomenon of inaccurate outputs by text-generating large language models like Bard or ChatGPT has already been widely documented. Even without the intent to lie or mislead, these generative AI tools can produce harmful misinformation. The harm is exacerbated by the polished and typically well-written style that AI generated text follows and the inclusion among true facts, which can give falsehoods a veneer of legitimacy. As reported in the Washington Post, for example, a law professor was included on an AI-generated “list of legal scholars who had sexually harassed someone,” even when no such allegation existed.10""",True,"Impersonator vs victim: attacker gains when deception succeeds, victim gains by detecting/mismatching. Zero-sum deception/detection incentives → Matching Pennies fits; others less natural.",False,False,False,False,False,False,True
31.01.04,Information Manipulation,Security,"""Though chatbots cannot (yet) develop their own novel malware from scratch, hackers could soon potentially use the coding abilities of large language models like ChatGPT to create malware that can then be minutely adjusted for maximum reach and effect, essentially allowing more novice hackers to become a serious security risk""",True,"Harassers decide to deploy LLM campaigns; targets choose response (ignore, report, counter). Payoffs depend on each other: escalation vs backing down (Chicken) or adversarial adaptation (Matching Pennies).",False,True,False,False,False,False,True
31.01.05,Information Manipulation,Clickbait and feeding the surveillance advertising ecosystem,"""Beyond misinformation and disinformation, generative AI can be used to create clickbait headlines and articles, which manipulate how users navigate the internet and applications. For example, generative AI is being used to create full articles, regardless of their veracity, grammar, or lack of common sense, to drive search engine optimization and create more webpages that users will click on. These mechanisms attempt to maximize clicks and engagement at the truth’s expense, degrading users’ experiences in the process. Generative AI continues to feed this harmful cycle by spreading misinformation at faster rates, creating headlines that maximize views and undermine consumer autonomy.""",True,"Financial loss/fraud/market manipulation involve traders, firms, regulators whose payoffs depend on others’ actions: incentives to defect, escalate, or bet against others support PD, Chicken, Stag Hunt, and zero-sum models.",True,True,False,False,True,False,True
31.02.00,"Harassment, Impersonation, and Extortion",,"""Deepfakes and other AI-generated content can be used to facilitate or exacerbate many of the harms listed throughout this report, but this section focuses on one subset: intentional, targeted abuse of individuals.""",True,"Bespoke ransom involves attacker setting ransom terms and victim deciding whether to pay; outcomes are opposed (pay vs resist). This is adversarial and zero-sum-ish, fitting Matching Pennies best.",False,False,False,False,False,False,True
31.02.01,"Harassment, Impersonation, and Extortion",Malicious intent,"""A frequent malicious use case of generative AI to harm, humiliate, or sexualize another person involves generating deepfakes of nonconsensual sexual imagery or videos.""",True,"Extremist propagandists vs platforms/states/vulnerable groups have conflicting, interdependent payoffs over spreading vs resisting schemes. Can be modeled as PD, Chicken, Stag Hunt, or adversarial Matching Pennies.",True,True,False,False,True,False,True
31.02.02,"Harassment, Impersonation, and Extortion",Privacy and consent,"""Even when a victim of targeted, AIgenerated harms successfully identifies a deepfake creator with malicious intent, they may still struggle to redress many harms because the generated image or video isn’t the victim, but instead a composite image or video using aspects of multiple sources to create a believable, yet fictional, scene. At their core, these AI-generated images and videos circumvent traditional notions of privacy and consent: because they rely on public images and videos, like those posted on social media websites, they often don’t rely on any private information.""",True,"Market manipulation involves multiple traders/regulators whose payoffs depend on others’ trades or enforcement. Can be modeled as PD (collude vs honest), Chicken (crackdown vs aggress), or zero-sum tactics (matching pennies).",True,True,False,False,False,False,True
31.02.03,"Harassment, Impersonation, and Extortion",Believability,"Deepfakes can impose real social injuries on their subjects when they are circulated to viewers who think they are real. Even when a deepfake is debunked, it can have a persistent negative impact on how others view the subject of the deepfake.3",True,"Multiple actors (manipulators, platforms, users, rivals) choose to spread or counter misinformation; payoffs depend on others’ actions. Can be PD, brinkmanship (Chicken), or adversarial Matching Pennies over narratives.",True,True,False,False,False,False,True
31.03.00,Opaque Data Collection,,"""When companies scrape personal information and use it to create generative AI tools, they undermine consumers' control of their personal information by using the information for a purpose for which the consumer did not consent.""",True,"Information control/deception involves at least controller vs audience (and possibly rival controllers). Payoffs hinge on others’ beliefs/actions, enabling PD, Chicken, stag-hunt, or adversarial matching-pennies structures.",True,True,False,False,True,False,True
31.03.01,Opaque Data Collection,Scraping to train data,"""When companies scrape personal information and use it to create generative AI tools, they undermine consumers’ control of their personal information by using the information for a purpose for which the consumer did not consent. The individual may not have even imagined their data could be used in the way the company intends when the person posted it online. Individual storing or hosting of scraped personal data may not always be harmful in a vacuum, but there are many risks. Multiple data sets can be combined in ways that cause harm: information that is not sensitive when spread across different databases can be extremely revealing when collected in a single place, and it can be used to make inferences about a person or population. And because scraping makes a copy of someone’s data as it existed at a specific time, the company also takes away the individual’s ability to alter or remove the information from the public sphere. """,True,"Influence campaigns pit propagandists vs targets/defenders; each side’s payoff depends on the other’s messaging/defenses. This can resemble PD (mutual restraint), Chicken (escalation), or Matching Pennies (narrative contest).",True,True,False,False,False,False,True
31.03.02,Opaque Data Collection,Generative AI User Data,"Many generative AI tools require users to log in for access, and many retain user information, including contact information, IP address, and all the inputs and outputs or “conversations” the users are having within the app. These practices implicate a consent issue because generative AI tools use this data to further train the models, making their “free” product come at a cost of user data to train the tools. This dovetails with security, as mentioned in the next section, but best practices would include not requiring users to sign in to use the tool and not retaining or using the user-generated content for any period after the active use by the user.",True,"Information disorder involves multiple actors (sources, platforms, audiences) where each’s payoff depends on others’ honesty/credulity. Can be framed as PD, Chicken, or adversarial Matching Pennies over truth vs deception.",True,True,False,False,False,False,True
31.03.03,Opaque Data Collection,Generative AI Outputs,"Generative AI tools may inadvertently share personal information about someone or someone’s business or may include an element of a person from a photo. Particularly, companies concerned about their trade secrets being integrated into the model from their employees have explicitly banned their employees from using it.",True,"Societal and infrastructural harms arise from strategic choices of multiple actors (states, platforms, citizens, adversaries). Incentives can be conflictual, zero-sum, or coordination-based, fitting many 2x2 templates.",True,True,True,False,True,True,True
31.04.00,Data Security Risk,,"""Just as every other type of individual and organization has explored possible use cases for generative AI products, so too have malicious actors. This could take the form of facilitating or scaling up existing threat methods, for example drafting actual malware code,87 business email compromise attempts,88 and phishing attempts.89 This could also take the form of new types of threat methods, for example mining information fed into the AI’s learning model dataset90 or poisoning the learning model data set with strategically bad data.91 We should also expect that there will be new attack vectors that we have not even conceived of yet made possible or made more broadly accessible by generative AI.""",False,"Item is too vague: no clear actors, actions, or payoffs are specified. Could describe single-system anomalies rather than strategic interaction, so cannot reliably model as a 2x2 game.",False,False,False,False,False,False,False
31.05.00,Impact on Intellectual Property Rights,,"""The extent and effectiveness of legal protections for intellectual property have been thrown into question with the rise of generative AI. Generative AI trains itself on vast pools of data that often include IP-protected works. ",True,"Synthetic propaganda involves propagandists vs platforms/public. Choices to deploy, counter, or ignore depend on others’ actions and beliefs, with incentives for deception, escalation, and adversarial adaptation.",True,True,False,False,False,False,True
31.06.00,Exacerbating Climate Change,,"""the growing field of generative AI, which brings with it direct and severe impacts on our climate: generative AI comes with a high carbon footprint and similarly high resource price tag, which largely flies under the radar of public AI discourse. Training and running generative AI tools requires companies to use extreme amounts of energy and physical resources. Training one natural language processing model with normal tuning and experiments emits, on average, the same amount of carbon that seven people do over an entire year.121'",False,"Risk describes single-system unpredictability and harmful outputs without strategic interaction between multiple actors; it is a technical reliability/robustness issue, not a multi-actor game.",False,False,False,False,False,False,False
31.07.00,"Labor Manipulation, Theft, and Displacement",,"Major tech companies have also been the dominant players in developing new generative AI systems because training generative AI models requires massive swaths of data, computing power, and technical and financial resources. Their market dominance has a ripple effect on the labor market, affecting both workers within these companies and those implementing their generative AI products externally. With so much concentrated market power, expertise, and investment resources, these handful of major tech companies employ most of the research and development jobs in the generative AI field. The power to create jobs also means these tech companies can slash jobs in the face of economic uncertainty. And externally, the generative AI tools these companies develop have the potential to affect white-collar office work intended to increase worker productivity and automate tasks",True,"User strategically crafts jailbreaks, provider designs defenses. Each side’s payoff depends on the other’s move (attack vs guard). Adversarial incentives suit PD, Chicken (escalation risk), and Matching Pennies (exploit vs block).",True,True,False,False,False,False,True
31.07.01,"Labor Manipulation, Theft, and Displacement",Generative AI in the Workplace,"""The development of AI as a whole is changing how companies design their workplace and business models. Generative AI is no different. Time will tell whether and to what extent employers will adopt, implement, and integrate generative AI in their workplaces—and how much it will impact workers.""",False,"Risk focuses on single AI system’s internal objective alignment with designer goals; no explicit strategic interaction between multiple actors is specified, so it’s a technical reliability/value alignment issue.",False,False,False,False,False,False,False
31.07.02,"Labor Manipulation, Theft, and Displacement",Job Automation Instead of Augmentation,"""There are both positive and negative aspects to the impact of AI on labor. A White House report states that AI “has the potential to increase productivity, create new jobs, and raise living standards,” but it can also disrupt certain industries, causing significant changes, including job loss. Beyond risk of job loss, workers could find that generative AI tools automate parts of their jobs—or find that the requirements of their job have fundamentally changed. The impact of generative AI will depend on whether the technology is intended for automation (where automated systems replace human work) or augmentation (where AI is used to aid human workers). For the last two decades, rapid advances in automation have resulted in a “decline in labor share, stagnant wages[,] and the disappearance of good jobs in many advanced economies.” ",False,Hallucination here is a single-system technical reliability/quality issue. No explicit second actor whose payoff depends on strategic choices; thus no game-theoretic interaction per rules.,False,False,False,False,False,False,False
31.07.03,"Labor Manipulation, Theft, and Displacement",Devaluation of Labor & Heightened Economic Inequality,"""According to a White House report, much of the development and adoption of AI is intended to automate rather than augment work. The report notes that a focus on automation could lead to a less democratic and less fair labor market...In addition, generative AI fuels the continued global labor disparities that exist in the research and development of AI technologies... The development of AI has always displayed a power disparity between those who work on AI models and those who control and profit from these tools. Overseas workers training AI chatbots or people whose online content has been involuntarily fed into the training models do not reap the enormous profits that generative AI tools accrue. Instead, companies exploiting underpaid and replaceable workers or the unpaid labor of artists and content creators are the ones coming out on top. The development of generative AI technologies only contributes to this power disparity, where tech companies that heavily invest in generative AI tools benefit at the expense of workers.",False,"Opacity/black-box nature is a technical interpretability issue. Risk arises even with a single developer and no strategic counterpart, so no core multi-actor incentive structure is specified.",False,False,False,False,False,False,False
31.08.00,Products Liability Law,,"""Like manufactured items like soda bottles, mechanized lawnmowers, pharmaceuticals, or cosmetic products, generative AI models can be viewed like a new form of digital products developed by tech companies and deployed widely with the potential to cause harm at scale....Products liability evolved because there was a need to analyze and redress the harms caused by new, mass-produced technological products. The situation facing society as generative AI impacts more people in more ways will be similar to the technological changes that occurred during the twentieth century, with the rise of industrial manufacturing, automobiles, and new, computerized machines. The unsettled question is whether and to what extent products liability theories can sufficiently address the harms of generative AI. So far, the answers to this question are mixed. In Rodgers v. Christie (2020), for example, the Third Circuit ruled that an automated risk model could not be considered a product for products liability purposes because it was not “tangible personal property distributed commercially for use or consumption.”176 However, one year later, in Gonzalez v. Google, Judge Gould of the Ninth Circuit argued that “social media companies should be viewed as making and ‘selling’ their social media products through the device of forced advertising under the eyes of users.”177 Several legal scholars have also proposed products liability as a mechanism for redressing harms of automated systems.178 As generative AI grows more prominent and sophisticated, their harms—often generated automatically without being directly prompted or edited by a human—will force courts to consider the role of products liability in redressing these harms, as well as how old notions of products liability, involving tangible, mechanized products and the companies that manufacture them, should be updated for today’s increasingly digital world.179""",True,Firms choose secrecy vs transparency; each benefits from own secrecy but all are better with shared openness. Payoffs depend on others’ choices → multi-actor. This fits PD (defect=withhold) and stag hunt (high-trust openness).,True,False,False,False,True,False,False
31.09.00,Exacerbating Market Power and Concentration,,"""Major tech companies have also been the dominant players in developing new generative AI systems because training generative AI models requires massive swaths of data, computing power, and technical and financial resources.""",False,"Description is a broad normative statement about societal risks from AI deployment, without specified actors, strategies, or interdependent payoffs; too abstract to map to a concrete 2x2 game.",False,False,False,False,False,False,False
32.01.00,Social justice and rights,,"""These are social justice and rights where ChatGPT is seen as having a potentially detrimental effect on the moral underpinnings of society, such as a shared view of justice and fair distribution as well as specific social concerns such as digital divides or social exclusion. Issues include Responsibility, Accountability, Nondiscrimination and equal treatment, Digital divides, North-south justice, Intergenerational justice, Social inclusion",True,"Attackers choose to escalate AI-enabled cyberattacks; defenders choose more or less aggressive defense/deterrence. Payoffs interdependent, with brinkmanship (Chicken) and adversarial zero-sum aspects (Matching pennies).",False,True,False,False,False,False,True
32.02.00,Individual needs,,"""The second group pertains to individual needs, such as safety and autonomy which are also reflected in informed consent and the avoidance of harm. Issues include Dignity, Safety, Harm to human capabilities, Autonomy, Ability to think one's own thoughts and form one's own opinions, Informed consent",True,"Multiple actors (AI labs, states) trade off open capability sharing vs. controls. Each prefers unilateral openness with others restricting, but mutual openness is risky: PD/Chicken/Stag-hunt structures apply.",True,True,False,False,True,False,False
32.03.00,Culture and identity,,"Supportive of culture and cultural diversity, Collective human identity and the good life",True,"Malicious creator vs target (and/or platform) with interdependent payoffs: harm, deterrence, enforcement. Can be PD (abuse vs restraint), Chicken (threats vs pushback), or adversarial zero-sum (takedown vs evasion).",True,True,False,False,False,False,True
32.04.00,Environmental impacts,,"Environmental harm, Sustainability",True,States/firms choose AI mass surveillance vs restraint; citizens adapt behavior. Incentives to free‑ride on others’ openness create PD/Chicken/Stag Hunt structures over monitoring intensity and resistance.,True,True,False,False,True,False,False
